episode_seed,policy,step,best_utility_so_far
97,random,15,0.44617352336395394
97,random,16,0.44617352336395394
97,random,17,0.44617352336395394
97,random,18,0.44617352336395394
97,random,19,0.44617352336395394
97,random,20,0.44617352336395394
97,random,21,0.44617352336395394
97,random,22,0.5515737888411207
97,random,23,0.6486475347061637
97,random,24,0.6486475347061637
97,random,25,0.6486475347061637
97,random,26,0.6486475347061637
97,random,27,0.6486475347061637
97,random,28,0.6486475347061637
97,random,29,0.6486475347061637
97,random,30,0.6486475347061637
97,random,31,0.6486475347061637
97,random,32,0.6486475347061637
97,random,33,0.6486475347061637
97,random,34,0.6486475347061637
97,random,35,0.6486475347061637
97,random,36,0.6486475347061637
97,random,37,0.6486475347061637
97,random,38,0.6486475347061637
97,random,39,0.6486475347061637
97,random,40,0.6486475347061637
97,random,41,0.6486475347061637
97,random,42,0.6486475347061637
97,random,43,0.6486475347061637
97,random,44,0.6486475347061637
97,random,45,0.6486475347061637
97,random,46,0.6486475347061637
97,random,47,0.6486475347061637
97,greedy,0,0.21409651494325654
97,greedy,1,0.44617352336395394
97,greedy,2,0.44617352336395394
97,greedy,3,0.44617352336395394
97,greedy,4,0.44617352336395394
97,greedy,5,0.44617352336395394
97,greedy,6,0.44617352336395394
97,greedy,7,0.44617352336395394
97,greedy,8,0.44617352336395394
97,greedy,9,0.44617352336395394
97,greedy,10,0.44617352336395394
97,greedy,11,0.44617352336395394
97,greedy,12,0.44617352336395394
97,greedy,13,0.44617352336395394
97,greedy,14,0.44617352336395394
97,greedy,15,0.44617352336395394
97,greedy,16,0.44617352336395394
97,greedy,17,0.44617352336395394
97,greedy,18,0.6486475347061637
97,greedy,19,0.6486475347061637
97,greedy,20,0.6486475347061637
97,greedy,21,0.6486475347061637
97,greedy,22,0.6486475347061637
97,greedy,23,0.6486475347061637
97,greedy,24,0.6486475347061637
97,greedy,25,0.6486475347061637
97,greedy,26,0.6486475347061637
97,greedy,27,0.6486475347061637
97,greedy,28,0.6486475347061637
97,greedy,29,0.6486475347061637
97,greedy,30,0.6486475347061637
97,greedy,31,0.6486475347061637
97,greedy,32,0.6486475347061637
97,greedy,33,0.6486475347061637
97,greedy,34,0.6486475347061637
97,greedy,35,0.6486475347061637
97,greedy,36,0.6486475347061637
97,greedy,37,0.6486475347061637
97,greedy,38,0.6486475347061637
97,greedy,39,0.6486475347061637
97,greedy,40,0.6486475347061637
97,greedy,41,0.6486475347061637
97,greedy,42,0.6486475347061637
97,greedy,43,0.6486475347061637
97,greedy,44,0.6486475347061637
97,greedy,45,0.6486475347061637
97,greedy,46,0.6486475347061637
97,greedy,47,0.6486475347061637
97,bads,0,0.21409651494325654
97,bads,1,0.44617352336395394
97,bads,2,0.44617352336395394
97,bads,3,0.44617352336395394
97,bads,4,0.44617352336395394
97,bads,5,0.44617352336395394
97,bads,6,0.44617352336395394
97,bads,7,0.44617352336395394
97,bads,8,0.44617352336395394
97,bads,9,0.44617352336395394
97,bads,10,0.44617352336395394
97,bads,11,0.44617352336395394
97,bads,12,0.44617352336395394
97,bads,13,0.44617352336395394
97,bads,14,0.44617352336395394
97,bads,15,0.44617352336395394
97,bads,16,0.44617352336395394
97,bads,17,0.44617352336395394
97,bads,18,0.44617352336395394
97,bads,19,0.44617352336395394
97,bads,20,0.44617352336395394
97,bads,21,0.44617352336395394
97,bads,22,0.44617352336395394
97,bads,23,0.44617352336395394
97,bads,24,0.44617352336395394
97,bads,25,0.44617352336395394
97,bads,26,0.44617352336395394
97,bads,27,0.44617352336395394
97,bads,28,0.44617352336395394
97,bads,29,0.44617352336395394
97,bads,30,0.44617352336395394
97,bads,31,0.44617352336395394
97,bads,32,0.44617352336395394
97,bads,33,0.4721737055833692
97,bads,34,0.4721737055833692
97,bads,35,0.4721737055833692
97,bads,36,0.4721737055833692
97,bads,37,0.4721737055833692
97,bads,38,0.4721737055833692
97,bads,39,0.4721737055833692
97,bads,40,0.4721737055833692
97,bads,41,0.5127365198926064
97,bads,42,0.5127365198926064
97,bads,43,0.5127365198926064
97,bads,44,0.5127365198926064
97,bads,45,0.558126239307403
97,bads,46,0.558126239307403
97,bads,47,0.558126239307403
109,random,0,0.5662763351258066
109,random,1,0.5662763351258066
109,random,2,0.5662763351258066
109,random,3,0.8988302709081397
109,random,4,0.8988302709081397
109,random,5,0.8988302709081397
109,random,6,0.8988302709081397
109,random,7,0.8988302709081397
109,random,8,0.8988302709081397
109,random,9,0.8988302709081397
109,random,10,0.8988302709081397
109,random,11,0.8988302709081397
109,random,12,0.8988302709081397
109,random,13,0.8988302709081397
109,random,14,0.8988302709081397
109,random,15,0.8988302709081397
109,random,16,0.8988302709081397
109,random,17,0.8988302709081397
109,random,18,0.8988302709081397
109,random,19,0.8988302709081397
109,random,20,0.8988302709081397
109,random,21,0.8988302709081397
109,random,22,0.8988302709081397
109,random,23,0.8988302709081397
109,random,24,0.8988302709081397
109,random,25,0.8988302709081397
109,random,26,0.8988302709081397
109,random,27,0.8988302709081397
109,random,28,0.8988302709081397
109,random,29,0.8988302709081397
109,random,30,0.8988302709081397
109,random,31,0.8988302709081397
109,random,32,0.8988302709081397
109,random,33,0.8988302709081397
109,random,34,0.8988302709081397
109,random,35,0.8988302709081397
109,random,36,0.8988302709081397
109,random,37,0.8988302709081397
109,random,38,0.8988302709081397
109,random,39,0.8988302709081397
109,random,40,0.8988302709081397
109,random,41,0.8988302709081397
109,random,42,0.8988302709081397
109,random,43,0.8988302709081397
109,random,44,0.8988302709081397
109,random,45,0.8988302709081397
109,random,46,0.8988302709081397
109,random,47,0.8988302709081397
109,greedy,0,0.5662763351258066
109,greedy,1,0.5662763351258066
109,greedy,2,0.5662763351258066
109,greedy,3,0.8988302709081397
109,greedy,4,0.8988302709081397
109,greedy,5,0.8988302709081397
109,greedy,6,0.8988302709081397
109,greedy,7,0.8988302709081397
109,greedy,8,0.8988302709081397
109,greedy,9,0.8988302709081397
109,greedy,10,0.8988302709081397
109,greedy,11,0.8988302709081397
109,greedy,12,0.8988302709081397
109,greedy,13,0.8988302709081397
109,greedy,14,0.8988302709081397
109,greedy,15,0.8988302709081397
109,greedy,16,0.8988302709081397
109,greedy,17,0.8988302709081397
109,greedy,18,0.8988302709081397
109,greedy,19,0.8988302709081397
109,greedy,20,0.8988302709081397
109,greedy,21,0.8988302709081397
109,greedy,22,0.8988302709081397
109,greedy,23,0.8988302709081397
109,greedy,24,0.8988302709081397
109,greedy,25,0.8988302709081397
109,greedy,26,0.8988302709081397
109,greedy,27,0.8988302709081397
109,greedy,28,0.8988302709081397
109,greedy,29,0.8988302709081397
109,greedy,30,0.8988302709081397
109,greedy,31,0.8988302709081397
109,greedy,32,0.8988302709081397
109,greedy,33,0.8988302709081397
109,greedy,34,0.8988302709081397
109,greedy,35,0.8988302709081397
109,greedy,36,0.8988302709081397
109,greedy,37,0.8988302709081397
109,greedy,38,0.8988302709081397
109,greedy,39,0.8988302709081397
109,greedy,40,0.8988302709081397
109,greedy,41,0.8988302709081397
109,greedy,42,0.8988302709081397
109,greedy,43,0.8988302709081397
109,greedy,44,0.8988302709081397
109,greedy,45,0.8988302709081397
109,greedy,46,0.8988302709081397
109,greedy,47,0.8988302709081397
109,bads,0,0.5662763351258066
109,bads,1,0.5662763351258066
109,bads,2,0.5662763351258066
109,bads,3,0.8988302709081397
109,bads,4,0.8988302709081397
109,bads,5,0.8988302709081397
109,bads,6,0.8988302709081397
109,bads,7,0.8988302709081397
109,bads,8,0.8988302709081397
109,bads,9,0.8988302709081397
109,bads,10,0.8988302709081397
109,bads,11,0.8988302709081397
109,bads,12,0.8988302709081397
109,bads,13,0.8988302709081397
109,bads,14,0.8988302709081397
109,bads,15,0.8988302709081397
109,bads,16,0.8988302709081397
109,bads,17,0.8988302709081397
109,bads,18,0.8988302709081397
109,bads,19,0.8988302709081397
109,bads,20,0.8988302709081397
109,bads,21,0.8988302709081397
109,bads,22,0.8988302709081397
109,bads,23,0.8988302709081397
109,bads,24,0.8988302709081397
109,bads,25,0.8988302709081397
109,bads,26,0.8988302709081397
109,bads,27,0.8988302709081397
109,bads,28,0.8988302709081397
109,bads,29,0.8988302709081397
109,bads,30,0.8988302709081397
109,bads,31,0.8988302709081397
109,bads,32,0.8988302709081397
109,bads,33,0.8988302709081397
109,bads,34,0.8988302709081397
109,bads,35,0.8988302709081397
109,bads,36,0.8988302709081397
109,bads,37,0.8988302709081397
109,bads,38,0.8988302709081397
109,bads,39,0.8988302709081397
109,bads,40,0.8988302709081397
109,bads,41,0.8988302709081397
109,bads,42,0.8988302709081397
109,bads,43,0.8988302709081397
109,bads,44,0.8988302709081397
109,bads,45,0.8988302709081397
109,bads,46,0.8988302709081397
109,bads,47,0.8988302709081397
127,random,0,0.5280124179770043
127,random,1,0.5280124179770043
127,random,2,0.5280124179770043
127,random,3,0.5280124179770043
127,random,4,0.7559693488486741
127,random,5,0.7559693488486741
127,random,6,0.7559693488486741
127,random,7,0.7559693488486741
127,random,8,0.7559693488486741
127,random,9,0.7559693488486741
127,random,10,0.7559693488486741
127,random,11,0.7559693488486741
127,random,12,0.7559693488486741
127,random,13,0.7559693488486741
127,random,14,0.7559693488486741
127,random,15,0.7559693488486741
127,random,16,0.7559693488486741
127,random,17,0.7559693488486741
127,random,18,0.7559693488486741
127,random,19,0.7559693488486741
127,random,20,0.7559693488486741
127,random,21,0.7776018781636074
127,random,22,0.7776018781636074
127,random,23,0.7776018781636074
127,random,24,0.7776018781636074
127,random,25,0.7776018781636074
127,random,26,0.7776018781636074
127,random,27,0.8578102111489248
127,random,28,0.8578102111489248
127,random,29,0.8578102111489248
127,random,30,0.8578102111489248
127,random,31,0.8578102111489248
127,random,32,0.8578102111489248
127,random,33,0.86626879780715
127,random,34,0.86626879780715
127,random,35,0.86626879780715
127,random,36,0.86626879780715
127,random,37,0.86626879780715
127,random,38,0.86626879780715
127,random,39,0.86626879780715
127,random,40,0.86626879780715
127,random,41,0.86626879780715
127,random,42,0.86626879780715
127,random,43,0.86626879780715
127,random,44,0.86626879780715
127,random,45,0.86626879780715
127,random,46,0.86626879780715
127,random,47,0.86626879780715
127,greedy,0,0.5280124179770043
127,greedy,1,0.5280124179770043
127,greedy,2,0.5280124179770043
127,greedy,3,0.5280124179770043
127,greedy,4,0.7559693488486741
127,greedy,5,0.7559693488486741
127,greedy,6,0.9487053968626493
127,greedy,7,0.9487053968626493
127,greedy,8,0.9487053968626493
127,greedy,9,0.9487053968626493
127,greedy,10,0.9487053968626493
127,greedy,11,0.9487053968626493
127,greedy,12,0.9487053968626493
127,greedy,13,0.9487053968626493
127,greedy,14,0.9487053968626493
127,greedy,15,0.9487053968626493
127,greedy,16,0.9487053968626493
127,greedy,17,0.9487053968626493
127,greedy,18,0.9487053968626493
127,greedy,19,0.9487053968626493
127,greedy,20,0.9487053968626493
127,greedy,21,0.9487053968626493
127,greedy,22,0.9487053968626493
127,greedy,23,0.9487053968626493
127,greedy,24,0.9487053968626493
127,greedy,25,0.9487053968626493
127,greedy,26,0.9487053968626493
127,greedy,27,0.9487053968626493
127,greedy,28,0.9487053968626493
127,greedy,29,0.9487053968626493
127,greedy,30,0.9487053968626493
127,greedy,31,0.9487053968626493
127,greedy,32,0.9487053968626493
127,greedy,33,0.9487053968626493
127,greedy,34,0.9487053968626493
127,greedy,35,0.9487053968626493
127,greedy,36,0.9487053968626493
127,greedy,37,0.9487053968626493
127,greedy,38,0.9487053968626493
127,greedy,39,0.9487053968626493
127,greedy,40,0.9487053968626493
127,greedy,41,0.9487053968626493
127,greedy,42,0.9487053968626493
127,greedy,43,0.9487053968626493
127,greedy,44,0.9487053968626493
127,greedy,45,0.9487053968626493
127,greedy,46,0.9487053968626493
127,greedy,47,0.9487053968626493
127,bads,0,0.5280124179770043
127,bads,1,0.5280124179770043
127,bads,2,0.5280124179770043
127,bads,3,0.5280124179770043
127,bads,4,0.7559693488486741
127,bads,5,0.7559693488486741
127,bads,6,0.7559693488486741
127,bads,7,0.7559693488486741
127,bads,8,0.7559693488486741
127,bads,9,0.7559693488486741
127,bads,10,0.7559693488486741
127,bads,11,0.7559693488486741
127,bads,12,0.7559693488486741
127,bads,13,0.7559693488486741
127,bads,14,0.7559693488486741
127,bads,15,0.7559693488486741
127,bads,16,0.7559693488486741
127,bads,17,0.7559693488486741
127,bads,18,0.7559693488486741
127,bads,19,0.7559693488486741
127,bads,20,0.7559693488486741
127,bads,21,0.7559693488486741
127,bads,22,0.7559693488486741
127,bads,23,0.7559693488486741
127,bads,24,0.7559693488486741
127,bads,25,0.7559693488486741
127,bads,26,0.7559693488486741
127,bads,27,0.7559693488486741
127,bads,28,0.7559693488486741
127,bads,29,0.7559693488486741
127,bads,30,0.7559693488486741
127,bads,31,0.7559693488486741
127,bads,32,0.7559693488486741
127,bads,33,0.7559693488486741
127,bads,34,0.8659788231981191
127,bads,35,0.9487053968626493
127,bads,36,0.9487053968626493
127,bads,37,0.9487053968626493
127,bads,38,0.9487053968626493
127,bads,39,0.9487053968626493
127,bads,40,0.9487053968626493
127,bads,41,0.9487053968626493
127,bads,42,0.9487053968626493
127,bads,43,0.9487053968626493
127,bads,44,0.9487053968626493
127,bads,45,0.9487053968626493
127,bads,46,0.9487053968626493
127,bads,47,0.9487053968626493
149,random,0,0.33157445925949225
149,random,1,0.33157445925949225
149,random,2,0.42449371121575563
149,random,3,0.42449371121575563
149,random,4,0.42449371121575563
149,random,5,0.4345239189550751
149,random,6,0.7118944226051358
149,random,7,0.7118944226051358
149,random,8,0.7118944226051358
149,random,9,0.7118944226051358
149,random,10,0.7118944226051358
149,random,11,0.7118944226051358
149,random,12,0.7118944226051358
149,random,13,0.7118944226051358
149,random,14,0.7118944226051358
149,random,15,0.7118944226051358
149,random,16,0.7118944226051358
149,random,17,0.7118944226051358
149,random,18,0.7118944226051358
149,random,19,0.7118944226051358
149,random,20,0.7118944226051358
149,random,21,0.7118944226051358
149,random,22,0.7118944226051358
149,random,23,0.7118944226051358
149,random,24,0.7118944226051358
149,random,25,0.7118944226051358
149,random,26,0.8688090190039888
149,random,27,0.8688090190039888
149,random,28,0.8688090190039888
149,random,29,0.8688090190039888
149,random,30,0.8688090190039888
149,random,31,0.8688090190039888
149,random,32,0.8688090190039888
149,random,33,0.8688090190039888
149,random,34,0.8730374816156456
149,random,35,0.8730374816156456
149,random,36,0.8730374816156456
149,random,37,0.8730374816156456
149,random,38,0.9125778750173182
149,random,39,0.9125778750173182
149,random,40,0.9125778750173182
149,random,41,0.9125778750173182
149,random,42,0.9125778750173182
149,random,43,0.9125778750173182
149,random,44,0.9125778750173182
149,random,45,0.9125778750173182
149,random,46,0.9125778750173182
149,random,47,0.92399077918693
149,greedy,0,0.33157445925949225
149,greedy,1,0.33157445925949225
149,greedy,2,0.42449371121575563
149,greedy,3,0.42449371121575563
149,greedy,4,0.42449371121575563
149,greedy,5,0.4345239189550751
149,greedy,6,0.48260474618819527
149,greedy,7,0.48260474618819527
149,greedy,8,0.48260474618819527
149,greedy,9,0.48260474618819527
149,greedy,10,0.48260474618819527
149,greedy,11,0.48260474618819527
149,greedy,12,0.48260474618819527
149,greedy,13,0.48260474618819527
149,greedy,14,0.48260474618819527
149,greedy,15,0.48260474618819527
149,greedy,16,0.48260474618819527
149,greedy,17,0.48260474618819527
149,greedy,18,0.48260474618819527
149,greedy,19,0.48260474618819527
149,greedy,20,0.6866563487720638
149,greedy,21,0.6866563487720638
149,greedy,22,0.6866563487720638
149,greedy,23,0.6866563487720638
149,greedy,24,0.6866563487720638
149,greedy,25,0.6866563487720638
149,greedy,26,0.6866563487720638
149,greedy,27,0.6866563487720638
149,greedy,28,0.6866563487720638
149,greedy,29,0.6866563487720638
149,greedy,30,0.6866563487720638
149,greedy,31,0.6866563487720638
149,greedy,32,0.6866563487720638
149,greedy,33,0.6866563487720638
149,greedy,34,0.6866563487720638
149,greedy,35,0.6866563487720638
149,greedy,36,0.6866563487720638
149,greedy,37,0.6866563487720638
149,greedy,38,0.6866563487720638
149,greedy,39,0.6866563487720638
149,greedy,40,0.6866563487720638
149,greedy,41,0.6866563487720638
149,greedy,42,0.6866563487720638
149,greedy,43,0.6866563487720638
149,greedy,44,0.6866563487720638
149,greedy,45,0.6866563487720638
149,greedy,46,0.6866563487720638
149,greedy,47,0.6866563487720638
149,bads,0,0.33157445925949225
149,bads,1,0.33157445925949225
149,bads,2,0.42449371121575563
149,bads,3,0.42449371121575563
149,bads,4,0.42449371121575563
149,bads,5,0.4345239189550751
149,bads,6,0.4345239189550751
149,bads,7,0.4345239189550751
149,bads,8,0.4345239189550751
149,bads,9,0.4345239189550751
149,bads,10,0.4345239189550751
149,bads,11,0.4345239189550751
149,bads,12,0.4345239189550751
149,bads,13,0.4345239189550751
149,bads,14,0.4345239189550751
149,bads,15,0.4345239189550751
149,bads,16,0.4345239189550751
149,bads,17,0.4345239189550751
149,bads,18,0.4345239189550751
149,bads,19,0.5599394485519159
149,bads,20,0.5599394485519159
149,bads,21,0.5599394485519159
149,bads,22,0.5599394485519159
149,bads,23,0.5599394485519159
149,bads,24,0.5599394485519159
149,bads,25,0.5599394485519159
149,bads,26,0.5599394485519159
149,bads,27,0.5599394485519159
149,bads,28,0.5599394485519159
149,bads,29,0.5599394485519159
149,bads,30,0.6268986881066162
149,bads,31,0.6268986881066162
149,bads,32,0.6268986881066162
149,bads,33,0.6268986881066162
149,bads,34,0.6268986881066162
149,bads,35,0.6268986881066162
149,bads,36,0.6268986881066162
149,bads,37,0.6268986881066162
149,bads,38,0.6268986881066162
149,bads,39,0.6268986881066162
149,bads,40,0.6268986881066162
149,bads,41,0.6268986881066162
149,bads,42,0.6268986881066162
149,bads,43,0.6268986881066162
149,bads,44,0.6268986881066162
149,bads,45,0.6268986881066162
149,bads,46,0.6268986881066162
149,bads,47,0.6268986881066162
167,random,0,0.8653029224846583
167,random,1,0.8653029224846583
167,random,2,0.8653029224846583
167,random,3,0.8653029224846583
167,random,4,0.8653029224846583
167,random,5,0.8653029224846583
167,random,6,0.8653029224846583
167,random,7,0.8653029224846583
167,random,8,0.8653029224846583
167,random,9,0.8653029224846583
167,random,10,0.8653029224846583
167,random,11,0.8653029224846583
167,random,12,0.8653029224846583
167,random,13,0.8653029224846583
167,random,14,0.8653029224846583
167,random,15,0.8653029224846583
167,random,16,0.8653029224846583
167,random,17,0.8653029224846583
167,random,18,0.8653029224846583
167,random,19,0.8653029224846583
167,random,20,0.8653029224846583
167,random,21,0.8653029224846583
167,random,22,0.8653029224846583
167,random,23,0.8653029224846583
167,random,24,0.8653029224846583
167,random,25,0.8653029224846583
167,random,26,0.8653029224846583
167,random,27,0.8653029224846583
167,random,28,0.8653029224846583
167,random,29,0.8653029224846583
167,random,30,0.8653029224846583
167,random,31,0.8653029224846583
167,random,32,0.8653029224846583
167,random,33,0.8653029224846583
167,random,34,0.8653029224846583
167,random,35,0.8653029224846583
167,random,36,0.8653029224846583
167,random,37,0.8653029224846583
167,random,38,0.8653029224846583
167,random,39,0.8653029224846583
167,random,40,0.8653029224846583
167,random,41,0.8653029224846583
167,random,42,0.8653029224846583
167,random,43,0.8653029224846583
167,random,44,0.8653029224846583
167,random,45,0.8653029224846583
167,random,46,0.8653029224846583
167,random,47,0.8653029224846583
167,greedy,0,0.8653029224846583
167,greedy,1,0.8653029224846583
167,greedy,2,0.8653029224846583
167,greedy,3,0.8653029224846583
167,greedy,4,0.8653029224846583
167,greedy,5,0.8653029224846583
167,greedy,6,0.9394856002187302
167,greedy,7,0.9394856002187302
167,greedy,8,0.9394856002187302
167,greedy,9,0.9394856002187302
167,greedy,10,0.9394856002187302
167,greedy,11,0.9394856002187302
167,greedy,12,0.9394856002187302
167,greedy,13,0.9394856002187302
167,greedy,14,0.9394856002187302
167,greedy,15,0.9394856002187302
167,greedy,16,0.9394856002187302
167,greedy,17,0.9394856002187302
167,greedy,18,0.9394856002187302
167,greedy,19,0.9394856002187302
167,greedy,20,0.9394856002187302
167,greedy,21,0.9394856002187302
167,greedy,22,0.9394856002187302
167,greedy,23,0.9394856002187302
167,greedy,24,0.9394856002187302
167,greedy,25,0.9394856002187302
167,greedy,26,0.9394856002187302
167,greedy,27,0.9394856002187302
167,greedy,28,0.9394856002187302
167,greedy,29,0.9394856002187302
167,greedy,30,0.9394856002187302
167,greedy,31,0.9394856002187302
167,greedy,32,0.9394856002187302
167,greedy,33,0.9394856002187302
167,greedy,34,0.9394856002187302
167,greedy,35,0.9394856002187302
167,greedy,36,0.9394856002187302
167,greedy,37,0.9394856002187302
167,greedy,38,0.9394856002187302
167,greedy,39,0.9394856002187302
167,greedy,40,0.9394856002187302
167,greedy,41,0.9394856002187302
167,greedy,42,0.9394856002187302
167,greedy,43,0.9394856002187302
167,greedy,44,0.9394856002187302
167,greedy,45,0.9394856002187302
167,greedy,46,0.9394856002187302
167,greedy,47,0.9394856002187302
167,bads,0,0.8653029224846583
167,bads,1,0.8653029224846583
167,bads,2,0.8653029224846583
167,bads,3,0.8653029224846583
167,bads,4,0.8653029224846583
167,bads,5,0.8653029224846583
167,bads,6,0.8653029224846583
167,bads,7,0.8653029224846583
167,bads,8,0.8653029224846583
167,bads,9,0.8653029224846583
167,bads,10,0.8653029224846583
167,bads,11,0.8653029224846583
167,bads,12,0.8653029224846583
167,bads,13,0.8653029224846583
167,bads,14,0.8653029224846583
167,bads,15,0.8653029224846583
167,bads,16,0.8653029224846583
167,bads,17,0.8653029224846583
167,bads,18,0.8653029224846583
167,bads,19,0.9394856002187302
167,bads,20,0.9394856002187302
167,bads,21,0.9394856002187302
167,bads,22,0.9394856002187302
167,bads,23,0.9394856002187302
167,bads,24,0.9394856002187302
167,bads,25,0.9394856002187302
167,bads,26,0.9394856002187302
167,bads,27,0.9394856002187302
167,bads,28,0.9394856002187302
167,bads,29,0.9394856002187302
167,bads,30,0.9394856002187302
167,bads,31,0.9394856002187302
167,bads,32,0.9394856002187302
167,bads,33,0.9394856002187302
167,bads,34,0.9394856002187302
167,bads,35,0.9394856002187302
167,bads,36,0.9394856002187302
167,bads,37,0.9394856002187302
167,bads,38,0.9394856002187302
167,bads,39,0.9394856002187302
167,bads,40,0.9394856002187302
167,bads,41,0.9394856002187302
167,bads,42,0.9394856002187302
167,bads,43,0.9394856002187302
167,bads,44,0.9394856002187302
167,bads,45,0.9394856002187302
167,bads,46,0.9394856002187302
167,bads,47,0.9394856002187302
181,random,0,0.2730818928633474
181,random,1,0.29176804897354236
181,random,2,0.34296197334122935
181,random,3,0.7301315958455046
181,random,4,0.7301315958455046
181,random,5,0.7301315958455046
181,random,6,0.9279460742209398
181,random,7,0.9279460742209398
181,random,8,0.9279460742209398
181,random,9,0.9279460742209398
181,random,10,0.9279460742209398
181,random,11,0.9279460742209398
181,random,12,0.9279460742209398
181,random,13,0.9279460742209398
181,random,14,0.9279460742209398
181,random,15,0.9279460742209398
181,random,16,0.9279460742209398
181,random,17,0.9279460742209398
181,random,18,0.9279460742209398
181,random,19,0.9279460742209398
181,random,20,0.9279460742209398
181,random,21,0.9279460742209398
181,random,22,0.9279460742209398
181,random,23,0.9279460742209398
181,random,24,0.9413566736794858
181,random,25,0.9413566736794858
181,random,26,0.9413566736794858
181,random,27,0.9413566736794858
181,random,28,0.9413566736794858
181,random,29,0.9413566736794858
181,random,30,0.9413566736794858
181,random,31,0.9413566736794858
181,random,32,0.9413566736794858
181,random,33,0.9413566736794858
181,random,34,0.9413566736794858
181,random,35,0.9413566736794858
181,random,36,0.9413566736794858
181,random,37,0.9413566736794858
181,random,38,0.9413566736794858
181,random,39,0.9413566736794858
181,random,40,0.9413566736794858
181,random,41,0.9413566736794858
181,random,42,0.9413566736794858
181,random,43,0.9413566736794858
181,random,44,0.9413566736794858
181,random,45,0.9413566736794858
181,random,46,0.9413566736794858
181,random,47,0.9413566736794858
181,greedy,0,0.2730818928633474
181,greedy,1,0.29176804897354236
181,greedy,2,0.34296197334122935
181,greedy,3,0.7301315958455046
181,greedy,4,0.7301315958455046
181,greedy,5,0.7301315958455046
181,greedy,6,0.7301315958455046
181,greedy,7,0.7301315958455046
181,greedy,8,0.8843168038193137
181,greedy,9,0.9413566736794858
181,greedy,10,0.9413566736794858
181,greedy,11,0.9413566736794858
181,greedy,12,0.9413566736794858
181,greedy,13,0.9413566736794858
181,greedy,14,0.9413566736794858
181,greedy,15,0.9413566736794858
181,greedy,16,0.9413566736794858
181,greedy,17,0.9413566736794858
181,greedy,18,0.9413566736794858
181,greedy,19,0.9413566736794858
181,greedy,20,0.9413566736794858
181,greedy,21,0.9413566736794858
181,greedy,22,0.9413566736794858
181,greedy,23,0.9413566736794858
181,greedy,24,0.9413566736794858
181,greedy,25,0.9413566736794858
181,greedy,26,0.9413566736794858
181,greedy,27,0.9413566736794858
181,greedy,28,0.9413566736794858
181,greedy,29,0.9413566736794858
181,greedy,30,0.9413566736794858
181,greedy,31,0.9413566736794858
181,greedy,32,0.9413566736794858
181,greedy,33,0.9413566736794858
181,greedy,34,0.9413566736794858
181,greedy,35,0.9413566736794858
181,greedy,36,0.9413566736794858
181,greedy,37,0.9413566736794858
181,greedy,38,0.9413566736794858
181,greedy,39,0.9413566736794858
181,greedy,40,0.9413566736794858
181,greedy,41,0.9413566736794858
181,greedy,42,0.9413566736794858
181,greedy,43,0.9413566736794858
181,greedy,44,0.9413566736794858
181,greedy,45,0.9413566736794858
181,greedy,46,0.9413566736794858
181,greedy,47,0.9413566736794858
181,bads,0,0.2730818928633474
181,bads,1,0.29176804897354236
181,bads,2,0.34296197334122935
181,bads,3,0.7301315958455046
181,bads,4,0.7301315958455046
181,bads,5,0.7301315958455046
181,bads,6,0.7301315958455046
181,bads,7,0.7301315958455046
181,bads,8,0.7301315958455046
181,bads,9,0.7301315958455046
181,bads,10,0.7301315958455046
181,bads,11,0.7301315958455046
181,bads,12,0.7301315958455046
181,bads,13,0.7301315958455046
181,bads,14,0.7301315958455046
181,bads,15,0.7301315958455046
181,bads,16,0.7301315958455046
181,bads,17,0.7301315958455046
181,bads,18,0.7301315958455046
181,bads,19,0.7301315958455046
181,bads,20,0.7301315958455046
181,bads,21,0.7301315958455046
181,bads,22,0.7301315958455046
181,bads,23,0.7301315958455046
181,bads,24,0.7301315958455046
181,bads,25,0.7301315958455046
181,bads,26,0.7301315958455046
181,bads,27,0.7301315958455046
181,bads,28,0.7301315958455046
181,bads,29,0.7301315958455046
181,bads,30,0.7301315958455046
181,bads,31,0.7301315958455046
181,bads,32,0.7301315958455046
181,bads,33,0.7301315958455046
181,bads,34,0.7301315958455046
181,bads,35,0.7301315958455046
181,bads,36,0.7301315958455046
181,bads,37,0.7301315958455046
181,bads,38,0.7301315958455046
181,bads,39,0.7301315958455046
181,bads,40,0.7301315958455046
181,bads,41,0.7301315958455046
181,bads,42,0.7301315958455046
181,bads,43,0.7301315958455046
181,bads,44,0.7301315958455046
181,bads,45,0.7301315958455046
181,bads,46,0.7301315958455046
181,bads,47,0.7301315958455046
