episode_seed,policy,candidate_id,selected_for_primary,pareto_archive_member,split,pattern_index,mean_loss_rate,fidelity,success_probability
17,random,a9fd53f9dfebde88,False,True,heldout,2.0,0.03707289154708103,0.014276800831699781,0.8928878736321083
17,random,a9fd53f9dfebde88,False,True,heldout,3.0,0.031787958782635205,0.01581499634176738,0.9075613082929646
17,random,a9fd53f9dfebde88,False,True,heldout,4.0,0.03217299199727861,0.014778924456018654,0.9064626648549692
17,random,a9fd53f9dfebde88,False,True,heldout,5.0,0.03341537721576241,0.014345720924954439,0.9031737331546835
17,random,a9fd53f9dfebde88,False,True,heldout,6.0,0.03950957999727835,0.01546612548617702,0.8860554180901452
17,random,a9fd53f9dfebde88,False,True,heldout,7.0,0.03886223884331944,0.015072896257176723,0.8878725369759468
17,random,a9fd53f9dfebde88,False,True,heldout,8.0,0.033539457141049944,0.014355077670032242,0.902717079898759
17,random,a9fd53f9dfebde88,False,True,heldout,9.0,0.041312266227956605,0.014295035344612598,0.8809482706782419
17,random,a9fd53f9dfebde88,False,True,heldout,10.0,0.03335653814878778,0.014520132559009875,0.9033637196210988
17,random,a9fd53f9dfebde88,False,True,heldout,11.0,0.03300501236170317,0.014603446883994464,0.9040560046673898
17,random,a9fd53f9dfebde88,False,True,heldout,12.0,0.03898833099359424,0.01458414230655178,0.8874391471397415
17,random,a9fd53f9dfebde88,False,True,heldout,13.0,0.03068920956543138,0.0138165732293594,0.9106886039341557
17,random,a9fd53f9dfebde88,False,True,heldout,14.0,0.039014561392017456,0.014492647817991299,0.8875317585873266
17,random,a9fd53f9dfebde88,False,True,heldout,15.0,0.03345370745872379,0.014228107712712292,0.903110957769957
17,random,a9fd53f9dfebde88,False,True,heldout,16.0,0.036952865783117295,0.014944568137333997,0.8931079585457988
17,random,a9fd53f9dfebde88,False,True,heldout,17.0,0.034106377947632396,0.014003569087397636,0.9011247286828105
17,random,a9fd53f9dfebde88,False,True,heldout,18.0,0.039535787122021625,0.01510963665718616,0.8855959360504004
17,random,a9fd53f9dfebde88,False,True,heldout,19.0,0.035579418266015114,0.014386319937568767,0.8970660420828053
17,random,a9fd53f9dfebde88,False,True,heldout,20.0,0.04398441500604713,0.014981889782324906,0.8737108174721233
17,random,a9fd53f9dfebde88,False,True,heldout,21.0,0.0418433062663351,0.014271123862462614,0.8795766729041141
17,random,a9fd53f9dfebde88,False,True,heldout,22.0,0.02738367885025086,0.013669946862432987,0.9200684069827512
17,random,a9fd53f9dfebde88,False,True,heldout,23.0,0.03484158945786931,0.014601063333070406,0.8990749251955512
17,random,603a6f4fc7669243,False,True,train,0.0,0.013765657552068405,0.48956936242785026,0.9330372311508979
17,random,603a6f4fc7669243,False,True,train,1.0,0.011654108162634146,0.4903832945538279,0.9430475290266869
17,random,603a6f4fc7669243,False,True,train,2.0,0.013247718061573882,0.4904276141831349,0.9354783193854079
17,random,603a6f4fc7669243,False,True,train,3.0,0.011360190283006347,0.49054766985764,0.9444496344265207
17,random,603a6f4fc7669243,False,True,train,4.0,0.01352008446002285,0.48908384810791544,0.9341835930592963
17,random,603a6f4fc7669243,False,True,train,5.0,0.011538991081897829,0.49083208995963035,0.9436164193659301
17,random,603a6f4fc7669243,False,True,train,6.0,0.013611333162983097,0.48974261315537604,0.933751694579962
17,random,603a6f4fc7669243,False,True,train,7.0,0.01335918881362427,0.48986026582965564,0.9349430523964659
17,random,603a6f4fc7669243,False,True,train,8.0,0.012676768602899647,0.48949214304100247,0.9381970673476576
17,random,603a6f4fc7669243,False,True,train,9.0,0.01212950854037843,0.4898762913795155,0.94079304831235
17,random,603a6f4fc7669243,False,True,train,10.0,0.01365909669979932,0.49003926480778076,0.9335474586022755
17,random,603a6f4fc7669243,False,True,train,11.0,0.01167881514377932,0.4892124697412457,0.9429348544240204
17,random,603a6f4fc7669243,False,True,train,12.0,0.014345619202920903,0.48995270425565685,0.9302942216244223
17,random,603a6f4fc7669243,False,True,train,13.0,0.011991172123990871,0.48898562024332065,0.9414666096516899
17,random,603a6f4fc7669243,False,True,train,14.0,0.010844302959659472,0.4895024367498866,0.9469515733769359
17,random,603a6f4fc7669243,False,True,train,15.0,0.01241069713486018,0.4890399501582915,0.9394676126736896
17,random,603a6f4fc7669243,False,True,heldout,0.0,0.027099087774425996,0.4895796111478399,0.8718708235138086
17,random,603a6f4fc7669243,False,True,heldout,1.0,0.03634077362456507,0.49021928201772613,0.8308408830576532
17,random,603a6f4fc7669243,False,True,heldout,2.0,0.036384677198726845,0.48991862424843147,0.8307665759631965
17,random,603a6f4fc7669243,False,True,heldout,3.0,0.0287384129098885,0.4903917964697985,0.8644761824084524
17,random,603a6f4fc7669243,False,True,heldout,4.0,0.03337594115557828,0.49084602843839514,0.8437839664478146
17,random,603a6f4fc7669243,False,True,heldout,5.0,0.030334112603316386,0.48687639406905775,0.8575257629653392
17,random,603a6f4fc7669243,False,True,heldout,6.0,0.037490714880936235,0.4881503270931549,0.8259694303036307
17,random,603a6f4fc7669243,False,True,heldout,7.0,0.03901976257793236,0.48939824199262766,0.8193373249527375
17,random,603a6f4fc7669243,False,True,heldout,8.0,0.037960608495748185,0.48577222741426157,0.8240945403984457
17,random,603a6f4fc7669243,False,True,heldout,9.0,0.04032457877921851,0.4873721065883367,0.8138456894488264
17,random,603a6f4fc7669243,False,True,heldout,10.0,0.03933060565485434,0.4898423141039864,0.8183300958560995
17,random,603a6f4fc7669243,False,True,heldout,11.0,0.032224814599543614,0.4878044280832899,0.8488398456856331
17,random,603a6f4fc7669243,False,True,heldout,12.0,0.03757896840613017,0.48672640047737215,0.8256102940029364
17,random,603a6f4fc7669243,False,True,heldout,13.0,0.035069773178391814,0.48959846081658664,0.8364707786796459
17,random,603a6f4fc7669243,False,True,heldout,14.0,0.03310167339428749,0.48803948058717983,0.8450589017869032
17,random,603a6f4fc7669243,False,True,heldout,15.0,0.0379947978553675,0.4897726416962902,0.8239615715114318
17,random,603a6f4fc7669243,False,True,heldout,16.0,0.03357265402181668,0.49177740805278225,0.8432671075205074
17,random,603a6f4fc7669243,False,True,heldout,17.0,0.03949777040180648,0.4869302404303843,0.8174113577193576
17,random,603a6f4fc7669243,False,True,heldout,18.0,0.031403884281069036,0.4894356874865382,0.8519385105521782
17,random,603a6f4fc7669243,False,True,heldout,19.0,0.035421427396662666,0.48915165875508804,0.8351923044440576
17,random,603a6f4fc7669243,False,True,heldout,20.0,0.03968315145800059,0.49126328783222445,0.8168174331073104
17,random,603a6f4fc7669243,False,True,heldout,21.0,0.0411184079473388,0.4881288472304047,0.8105644631287261
17,random,603a6f4fc7669243,False,True,heldout,22.0,0.02946678295705605,0.49090683029822063,0.8610052250779516
17,random,603a6f4fc7669243,False,True,heldout,23.0,0.03424887475678771,0.4876866980983505,0.8402422655469428
17,random,37f3da42325e3db0,False,True,train,0.0,0.013765657552068405,0.4381741352206969,0.933030004104019
17,random,37f3da42325e3db0,False,True,train,1.0,0.011654108162634146,0.4390457863044059,0.9430522052634669
17,random,37f3da42325e3db0,False,True,train,2.0,0.013247718061573882,0.439072541762017,0.9354759086138704
17,random,37f3da42325e3db0,False,True,train,3.0,0.011360190283006347,0.43841108779498134,0.9444510583088779
17,random,37f3da42325e3db0,False,True,train,4.0,0.01352008446002285,0.4379383217831469,0.9341903872183371
17,random,37f3da42325e3db0,False,True,train,5.0,0.011538991081897829,0.4386558228562631,0.9436115831130651
17,random,37f3da42325e3db0,False,True,train,6.0,0.013611333162983097,0.4382475994970194,0.9337523720100744
17,random,37f3da42325e3db0,False,True,train,7.0,0.01335918881362427,0.43870484684113625,0.934943261419757
17,random,37f3da42325e3db0,False,True,train,8.0,0.012676768602899647,0.4385734679079157,0.9382005676687333
17,random,37f3da42325e3db0,False,True,train,9.0,0.01212950854037843,0.43838458742481473,0.9407937398466986
17,random,37f3da42325e3db0,False,True,train,10.0,0.01365909669979932,0.43858503572027074,0.9335489388337697
17,random,37f3da42325e3db0,False,True,train,11.0,0.01167881514377932,0.4381683943453909,0.9429341978083082
17,random,37f3da42325e3db0,False,True,train,12.0,0.014345619202920903,0.438704240214553,0.9302939185365546
17,random,37f3da42325e3db0,False,True,train,13.0,0.011991172123990871,0.4380141148855691,0.9414635932977833
17,random,37f3da42325e3db0,False,True,train,14.0,0.010844302959659472,0.4379234458181933,0.9469529338039205
17,random,37f3da42325e3db0,False,True,train,15.0,0.01241069713486018,0.4382485388555613,0.9394571525096902
17,random,37f3da42325e3db0,False,True,heldout,0.0,0.027099087774425996,0.438759052376709,0.872008036705023
17,random,37f3da42325e3db0,False,True,heldout,1.0,0.03634077362456507,0.43858185441592085,0.8308796178903629
17,random,37f3da42325e3db0,False,True,heldout,2.0,0.036384677198726845,0.43728882697635574,0.8307927148320775
17,random,37f3da42325e3db0,False,True,heldout,3.0,0.0287384129098885,0.4392651784891154,0.8644414727849722
17,random,37f3da42325e3db0,False,True,heldout,4.0,0.03337594115557828,0.4383775559925712,0.84379078878131
17,random,37f3da42325e3db0,False,True,heldout,5.0,0.030334112603316386,0.4363945611608712,0.8576598862852352
17,random,37f3da42325e3db0,False,True,heldout,6.0,0.037490714880936235,0.43799955219841935,0.8259596363630333
17,random,37f3da42325e3db0,False,True,heldout,7.0,0.03901976257793236,0.43876561345600784,0.8193460343579078
17,random,37f3da42325e3db0,False,True,heldout,8.0,0.037960608495748185,0.4363301244870274,0.8242344896305472
17,random,37f3da42325e3db0,False,True,heldout,9.0,0.04032457877921851,0.43779103734934566,0.8138629633101491
17,random,37f3da42325e3db0,False,True,heldout,10.0,0.03933060565485434,0.4373569180399413,0.8183503483912475
17,random,37f3da42325e3db0,False,True,heldout,11.0,0.032224814599543614,0.43641634595715684,0.8489347341397269
17,random,37f3da42325e3db0,False,True,heldout,12.0,0.03757896840613017,0.43764183314152677,0.825690422895955
17,random,37f3da42325e3db0,False,True,heldout,13.0,0.035069773178391814,0.43720575034749065,0.8364390947489901
17,random,37f3da42325e3db0,False,True,heldout,14.0,0.03310167339428749,0.43753883670539784,0.8452412387866357
17,random,37f3da42325e3db0,False,True,heldout,15.0,0.0379947978553675,0.4371512928469368,0.8240666271337538
17,random,37f3da42325e3db0,False,True,heldout,16.0,0.03357265402181668,0.44034012380788173,0.8434894409819875
17,random,37f3da42325e3db0,False,True,heldout,17.0,0.03949777040180648,0.4374582236751431,0.8174057140526205
17,random,37f3da42325e3db0,False,True,heldout,18.0,0.031403884281069036,0.43873733627437006,0.8519677480741887
17,random,37f3da42325e3db0,False,True,heldout,19.0,0.035421427396662666,0.43772188995529243,0.8353535127365233
17,random,37f3da42325e3db0,False,True,heldout,20.0,0.03968315145800059,0.43807687087740027,0.8167897641652657
17,random,37f3da42325e3db0,False,True,heldout,21.0,0.0411184079473388,0.43707616354732515,0.8106113349620426
17,random,37f3da42325e3db0,False,True,heldout,22.0,0.02946678295705605,0.43718037808434984,0.860948350216028
17,random,37f3da42325e3db0,False,True,heldout,23.0,0.03424887475678771,0.4362307569668016,0.8403332940523465
17,random,575828a982557122,False,True,train,0.0,0.015485671199049993,0.18581409021853754,0.954251307046759
17,random,575828a982557122,False,True,train,1.0,0.010842832605868399,0.18550062549400698,0.967804257232058
17,random,575828a982557122,False,True,train,2.0,0.012317936256613949,0.18533787617114572,0.9634910284367866
17,random,575828a982557122,False,True,train,3.0,0.0128984737408209,0.18512487140626493,0.9617912031649734
17,random,575828a982557122,False,True,train,4.0,0.01294971721386856,0.1858616821438962,0.9616400695692597
17,random,575828a982557122,False,True,train,5.0,0.012061327618818738,0.18523984144672756,0.9642460269418217
17,random,575828a982557122,False,True,train,6.0,0.012844369015872959,0.18543079783035568,0.9619561861070747
17,random,575828a982557122,False,True,train,7.0,0.01369664397283978,0.18530681746732555,0.95945764779557
17,random,575828a982557122,False,True,train,8.0,0.012014628129612641,0.18607582393560898,0.9643805697981646
17,random,575828a982557122,False,True,train,9.0,0.012325929195472353,0.1856718446350155,0.963475881006298
17,random,575828a982557122,False,True,train,10.0,0.012923052357214958,0.18530927534113698,0.9617293373470535
17,random,575828a982557122,False,True,train,11.0,0.01163611946862173,0.1855917788197094,0.9654817713225683
17,random,575828a982557122,False,True,train,12.0,0.015021541290551716,0.18594517091325732,0.9556091306563254
17,random,575828a982557122,False,True,train,13.0,0.010786093292198812,0.18581144457275373,0.9679850292472085
17,random,575828a982557122,False,True,train,14.0,0.010810048258198236,0.18529427929595832,0.9679226572991675
17,random,575828a982557122,False,True,train,15.0,0.012467222368818734,0.18585560029593806,0.9630520701770463
17,random,575828a982557122,False,True,heldout,0.0,0.028456703253500287,0.18333475566766694,0.9172391498638464
17,random,575828a982557122,False,True,heldout,1.0,0.04389686322274647,0.1845640277032521,0.8739687943335437
17,random,575828a982557122,False,True,heldout,2.0,0.03707289154708103,0.1834116065253988,0.8928842794911274
17,random,575828a982557122,False,True,heldout,3.0,0.031787958782635205,0.18468223754086763,0.9075574587514392
17,random,575828a982557122,False,True,heldout,4.0,0.03217299199727861,0.18356913836950725,0.9064553030435984
17,random,575828a982557122,False,True,heldout,5.0,0.03341537721576241,0.18378692246160822,0.9031963004416693
17,random,575828a982557122,False,True,heldout,6.0,0.03950957999727835,0.18424274841866092,0.8860626064282895
17,random,575828a982557122,False,True,heldout,7.0,0.03886223884331944,0.18711268884590682,0.8878460334610029
17,random,575828a982557122,False,True,heldout,8.0,0.033539457141049944,0.18624816369815206,0.9027153861080988
17,random,575828a982557122,False,True,heldout,9.0,0.041312266227956605,0.18670715966262713,0.8809516098989254
17,random,575828a982557122,False,True,heldout,10.0,0.03335653814878778,0.18243260345204038,0.9033765334323952
17,random,575828a982557122,False,True,heldout,11.0,0.03300501236170317,0.18512970201631387,0.9040646728892766
17,random,575828a982557122,False,True,heldout,12.0,0.03898833099359424,0.1860239252077898,0.8874511524420843
17,random,575828a982557122,False,True,heldout,13.0,0.03068920956543138,0.1851109613443676,0.9106669714181619
17,random,575828a982557122,False,True,heldout,14.0,0.039014561392017456,0.1852874855222977,0.8875365265638209
17,random,575828a982557122,False,True,heldout,15.0,0.03345370745872379,0.18307784693305568,0.9031259311090669
17,random,575828a982557122,False,True,heldout,16.0,0.036952865783117295,0.18455571460983528,0.8930782677520877
17,random,575828a982557122,False,True,heldout,17.0,0.034106377947632396,0.18798845611925089,0.9011320950062678
17,random,575828a982557122,False,True,heldout,18.0,0.039535787122021625,0.18427995706038894,0.885607687676954
17,random,575828a982557122,False,True,heldout,19.0,0.035579418266015114,0.18377562059297267,0.8970855743274884
17,random,575828a982557122,False,True,heldout,20.0,0.04398441500604713,0.1825693074195595,0.873710482420311
17,random,575828a982557122,False,True,heldout,21.0,0.0418433062663351,0.18550350766593987,0.8795704410555449
17,random,575828a982557122,False,True,heldout,22.0,0.02738367885025086,0.18471439616068297,0.920040096660746
17,random,575828a982557122,False,True,heldout,23.0,0.03484158945786931,0.18365332829310807,0.8990827301211908
17,random,83c160c36e45862d,False,True,train,0.0,0.015485671199049993,0.021674236314661498,0.9542518949223474
17,random,83c160c36e45862d,False,True,train,1.0,0.010842832605868399,0.021739744010470203,0.9678044579127376
17,random,83c160c36e45862d,False,True,train,2.0,0.012317936256613949,0.022005194288349565,0.9634901540755159
17,random,83c160c36e45862d,False,True,train,3.0,0.0128984737408209,0.021617908502142433,0.961791921648926
17,random,83c160c36e45862d,False,True,train,4.0,0.01294971721386856,0.021654805321146095,0.9616401356528922
17,random,83c160c36e45862d,False,True,train,5.0,0.012061327618818738,0.021867839897925997,0.9642457620357825
17,random,83c160c36e45862d,False,True,train,6.0,0.012844369015872959,0.021609927951167857,0.9619563008223027
17,random,83c160c36e45862d,False,True,train,7.0,0.01369664397283978,0.021886530040261636,0.9594551028618868
17,random,83c160c36e45862d,False,True,train,8.0,0.012014628129612641,0.0218387478175799,0.9643801425751587
17,random,83c160c36e45862d,False,True,train,9.0,0.012325929195472353,0.02167223466066799,0.9634758688324152
17,random,83c160c36e45862d,False,True,train,10.0,0.012923052357214958,0.02192943526563752,0.9617293470601017
17,random,83c160c36e45862d,False,True,train,11.0,0.01163611946862173,0.021865318641464463,0.9654817584716087
17,random,83c160c36e45862d,False,True,train,12.0,0.015021541290551716,0.021724534435786726,0.9556099973592217
17,random,83c160c36e45862d,False,True,train,13.0,0.010786093292198812,0.02160334399885237,0.9679843968416662
17,random,83c160c36e45862d,False,True,train,14.0,0.010810048258198236,0.021551751554664236,0.9679233107477596
17,random,83c160c36e45862d,False,True,train,15.0,0.012467222368818734,0.021763396617614793,0.9630510868414298
17,random,83c160c36e45862d,False,True,heldout,0.0,0.028456703253500287,0.022759847283190384,0.9172672505750558
17,random,83c160c36e45862d,False,True,heldout,1.0,0.04389686322274647,0.021932603668735243,0.8739649472589515
17,random,83c160c36e45862d,False,True,heldout,2.0,0.03707289154708103,0.02120306776394894,0.8928896152045498
17,random,83c160c36e45862d,False,True,heldout,3.0,0.031787958782635205,0.02303073690725667,0.9075598319983759
17,random,83c160c36e45862d,False,True,heldout,4.0,0.03217299199727861,0.02175254997729008,0.9064663049590577
17,random,83c160c36e45862d,False,True,heldout,5.0,0.03341537721576241,0.02125860149450304,0.9032048168833492
17,random,83c160c36e45862d,False,True,heldout,6.0,0.03950957999727835,0.022582265442159504,0.8860776156916581
17,random,83c160c36e45862d,False,True,heldout,7.0,0.03886223884331944,0.02266844603920304,0.8878517281176739
17,random,83c160c36e45862d,False,True,heldout,8.0,0.033539457141049944,0.02164310048830896,0.9027163900261816
17,random,83c160c36e45862d,False,True,heldout,9.0,0.041312266227956605,0.021583367033589932,0.8809583171041035
17,random,83c160c36e45862d,False,True,heldout,10.0,0.03335653814878778,0.021279937087055927,0.9033904663535411
17,random,83c160c36e45862d,False,True,heldout,11.0,0.03300501236170317,0.021815562732208155,0.904046549595101
17,random,83c160c36e45862d,False,True,heldout,12.0,0.03898833099359424,0.02166259583377686,0.887446953222895
17,random,83c160c36e45862d,False,True,heldout,13.0,0.03068920956543138,0.021037030315660163,0.910663371191718
17,random,83c160c36e45862d,False,True,heldout,14.0,0.039014561392017456,0.021773260428345965,0.8875540173590346
17,random,83c160c36e45862d,False,True,heldout,15.0,0.03345370745872379,0.021279574046511183,0.9031318561254932
17,random,83c160c36e45862d,False,True,heldout,16.0,0.036952865783117295,0.022363599158391433,0.8930762877283328
17,random,83c160c36e45862d,False,True,heldout,17.0,0.034106377947632396,0.021406291176666436,0.9011320286908554
17,random,83c160c36e45862d,False,True,heldout,18.0,0.039535787122021625,0.022068935226952895,0.8856110675050355
17,random,83c160c36e45862d,False,True,heldout,19.0,0.035579418266015114,0.021390674121059633,0.8970899649522066
17,random,83c160c36e45862d,False,True,heldout,20.0,0.04398441500604713,0.021826317223818142,0.8737217450259886
17,random,83c160c36e45862d,False,True,heldout,21.0,0.0418433062663351,0.02155540987991149,0.879566463213497
17,random,83c160c36e45862d,False,True,heldout,22.0,0.02738367885025086,0.020592188357685996,0.9200634441586637
17,random,83c160c36e45862d,False,True,heldout,23.0,0.03484158945786931,0.021603467802912085,0.8990879223121704
17,random,9ba5e4576d2764a1,False,True,train,0.0,0.015485671199049993,0.35156752352095144,0.9542511181033618
17,random,9ba5e4576d2764a1,False,True,train,1.0,0.010842832605868399,0.35135791751647916,0.9678054756891681
17,random,9ba5e4576d2764a1,False,True,train,2.0,0.012317936256613949,0.35121566033191925,0.9634905502814161
17,random,9ba5e4576d2764a1,False,True,train,3.0,0.0128984737408209,0.3516318178783479,0.961796340238177
17,random,9ba5e4576d2764a1,False,True,train,4.0,0.01294971721386856,0.3515334688181826,0.9616411265368805
17,random,9ba5e4576d2764a1,False,True,train,5.0,0.012061327618818738,0.351880103696042,0.9642484023335538
17,random,9ba5e4576d2764a1,False,True,train,6.0,0.012844369015872959,0.35197160108305003,0.9619565949512664
17,random,9ba5e4576d2764a1,False,True,train,7.0,0.01369664397283978,0.35056610817700296,0.9594600452345088
17,random,9ba5e4576d2764a1,False,True,train,8.0,0.012014628129612641,0.3512219677857698,0.9643792502265627
17,random,9ba5e4576d2764a1,False,True,train,9.0,0.012325929195472353,0.35183761992065604,0.9634769163247503
17,random,9ba5e4576d2764a1,False,True,train,10.0,0.012923052357214958,0.3511880215628519,0.9617283962724996
17,random,9ba5e4576d2764a1,False,True,train,11.0,0.01163611946862173,0.3510281431652756,0.9654824951220051
17,random,9ba5e4576d2764a1,False,True,train,12.0,0.015021541290551716,0.3512219896905185,0.9556092724338286
17,random,9ba5e4576d2764a1,False,True,train,13.0,0.010786093292198812,0.35137129136932393,0.9679857934642035
17,random,9ba5e4576d2764a1,False,True,train,14.0,0.010810048258198236,0.3522904212964797,0.9679243934848195
17,random,9ba5e4576d2764a1,False,True,train,15.0,0.012467222368818734,0.3509413098401142,0.9630531243151872
17,random,9ba5e4576d2764a1,False,True,heldout,0.0,0.028456703253500287,0.34903448550287414,0.9171631957455622
17,random,9ba5e4576d2764a1,False,True,heldout,1.0,0.04389686322274647,0.3512052037342627,0.8739606062666208
17,random,9ba5e4576d2764a1,False,True,heldout,2.0,0.03707289154708103,0.35278179043747787,0.892875780560521
17,random,9ba5e4576d2764a1,False,True,heldout,3.0,0.031787958782635205,0.3491259780002261,0.9075641123893485
17,random,9ba5e4576d2764a1,False,True,heldout,4.0,0.03217299199727861,0.35183376114456316,0.9064529932538897
