seed,policy,query_number,candidate_index,observed_usable_success_q25,best_so_far_usable_success_q25
1706,random,7,105,0.07346450529440153,0.07798478256645701
1706,random,8,48,0.07319941673124379,0.07798478256645701
1706,random,9,36,0.06480110893010134,0.07798478256645701
1706,random,10,9,0.07052779853201753,0.07798478256645701
1706,random,11,47,0.06555648668274767,0.07798478256645701
1706,random,12,100,0.07554967056270247,0.07798478256645701
1706,random,13,51,0.0662021761909416,0.07798478256645701
1706,random,14,75,0.07796061770491182,0.07798478256645701
1706,random,15,22,0.06828017908903965,0.07798478256645701
1706,random,16,35,0.08062342497550617,0.08062342497550617
1706,random,17,44,0.07235432796452854,0.08062342497550617
1706,random,18,12,0.07578345397844771,0.08062342497550617
1706,random,19,33,0.06683522560884023,0.08062342497550617
1706,random,20,7,0.06915758742144784,0.08062342497550617
1706,random,21,3,0.06337566565443399,0.08062342497550617
1706,random,22,32,0.07121052969004162,0.08062342497550617
1706,random,23,121,0.07947191697324836,0.08062342497550617
1706,random,24,50,0.07294304638594516,0.08062342497550617
1706,random,25,106,0.06974838455500773,0.08062342497550617
1706,random,26,66,0.0651010208556538,0.08062342497550617
1706,random,27,112,0.07453013679971547,0.08062342497550617
1706,random,28,76,0.06642865185430082,0.08062342497550617
1706,random,29,68,0.07348540346567038,0.08062342497550617
1706,random,30,111,0.0739440608595548,0.08062342497550617
1706,random,31,118,0.0767801985355255,0.08062342497550617
1706,random,32,102,0.0676535345099286,0.08062342497550617
1706,greedy,1,0,0.07217253939880537,0.07217253939880537
1706,greedy,2,37,0.059502971967667476,0.07217253939880537
1706,greedy,3,57,0.07798478256645701,0.07798478256645701
1706,greedy,4,126,0.06180921419843055,0.07798478256645701
1706,greedy,5,49,0.07563244816447254,0.07798478256645701
1706,greedy,6,103,0.07832522514026104,0.07832522514026104
1706,greedy,7,80,0.07786353239754451,0.07832522514026104
1706,greedy,8,30,0.07349933481353635,0.07832522514026104
1706,greedy,9,25,0.07078582093335789,0.07832522514026104
1706,greedy,10,12,0.07578345397844771,0.07832522514026104
1706,greedy,11,121,0.07947191697324836,0.07947191697324836
1706,greedy,12,35,0.08062342497550617,0.08062342497550617
1706,greedy,13,116,0.0796760119900488,0.08062342497550617
1706,greedy,14,8,0.0727069905443026,0.08062342497550617
1706,greedy,15,5,0.0707938073225255,0.08062342497550617
1706,greedy,16,100,0.07554967056270247,0.08062342497550617
1706,greedy,17,89,0.0724805145662361,0.08062342497550617
1706,greedy,18,75,0.07796061770491182,0.08062342497550617
1706,greedy,19,110,0.07845101697423976,0.08062342497550617
1706,greedy,20,101,0.06832386537066257,0.08062342497550617
1706,greedy,21,117,0.07285466782196966,0.08062342497550617
1706,greedy,22,112,0.07453013679971547,0.08062342497550617
1706,greedy,23,92,0.07703935768365168,0.08062342497550617
1706,greedy,24,118,0.0767801985355255,0.08062342497550617
1706,greedy,25,1,0.07873581100061594,0.08062342497550617
1706,greedy,26,2,0.07319162418634148,0.08062342497550617
1706,greedy,27,122,0.0789859442869498,0.08062342497550617
1706,greedy,28,109,0.0758619154794664,0.08062342497550617
1706,greedy,29,123,0.06661587612061563,0.08062342497550617
1706,greedy,30,17,0.0751337073191938,0.08062342497550617
1706,greedy,31,26,0.0770458233468239,0.08062342497550617
1706,greedy,32,43,0.07784374245944894,0.08062342497550617
1706,bads,1,0,0.07217253939880537,0.07217253939880537
1706,bads,2,37,0.059502971967667476,0.07217253939880537
1706,bads,3,57,0.07798478256645701,0.07798478256645701
1706,bads,4,126,0.06180921419843055,0.07798478256645701
1706,bads,5,14,0.07409847592104522,0.07798478256645701
1706,bads,6,12,0.07578345397844771,0.07798478256645701
1706,bads,7,103,0.07832522514026104,0.07832522514026104
1706,bads,8,98,0.05978535416303909,0.07832522514026104
1706,bads,9,35,0.08062342497550617,0.08062342497550617
1706,bads,10,90,0.07854733880334011,0.08062342497550617
1706,bads,11,43,0.07784374245944894,0.08062342497550617
1706,bads,12,92,0.07703935768365168,0.08062342497550617
1706,bads,13,123,0.06661587612061563,0.08062342497550617
1706,bads,14,94,0.07701260804940993,0.08062342497550617
1706,bads,15,16,0.07151252954622252,0.08062342497550617
1706,bads,16,20,0.07936445117201948,0.08062342497550617
1706,bads,17,80,0.07786353239754451,0.08062342497550617
1706,bads,18,24,0.07806442104386521,0.08062342497550617
1706,bads,19,122,0.0789859442869498,0.08062342497550617
1706,bads,20,69,0.0760263894693265,0.08062342497550617
1706,bads,21,21,0.07606994950767136,0.08062342497550617
1706,bads,22,29,0.06759900255396227,0.08062342497550617
1706,bads,23,1,0.07873581100061594,0.08062342497550617
1706,bads,24,75,0.07796061770491182,0.08062342497550617
1706,bads,25,121,0.07947191697324836,0.08062342497550617
1706,bads,26,110,0.07845101697423976,0.08062342497550617
1706,bads,27,116,0.0796760119900488,0.08062342497550617
1706,bads,28,100,0.07554967056270247,0.08062342497550617
1706,bads,29,105,0.07346450529440153,0.08062342497550617
1706,bads,30,61,0.07979859210507127,0.08062342497550617
1706,bads,31,49,0.07563244816447254,0.08062342497550617
1706,bads,32,26,0.0770458233468239,0.08062342497550617
1707,catalog,1,0,0.07081611655054129,0.07081611655054129
1707,random,1,0,0.07081611655054129,0.07081611655054129
1707,random,2,77,0.05803947327404139,0.07081611655054129
1707,random,3,36,0.06215218828496577,0.07081611655054129
1707,random,4,42,0.07121316087055835,0.07121316087055835
1707,random,5,46,0.07592111416560349,0.07592111416560349
1707,random,6,81,0.07354388410590433,0.07592111416560349
1707,random,7,25,0.06406706565169305,0.07592111416560349
1707,random,8,53,0.0769049364508689,0.0769049364508689
1707,random,9,4,0.05960256018223681,0.0769049364508689
1707,random,10,9,0.06316240832185141,0.0769049364508689
1707,random,11,49,0.060900703697919625,0.0769049364508689
1707,random,12,65,0.058005177754187655,0.0769049364508689
1707,random,13,47,0.06625582359475002,0.0769049364508689
1707,random,14,29,0.06789776577523307,0.0769049364508689
1707,random,15,87,0.07621760483499532,0.0769049364508689
1707,random,16,72,0.07622757185409405,0.0769049364508689
1707,random,17,115,0.07334820681149543,0.0769049364508689
1707,random,18,44,0.06840442979028159,0.0769049364508689
1707,random,19,57,0.07211759481769332,0.0769049364508689
1707,random,20,20,0.06815480202156328,0.0769049364508689
1707,random,21,10,0.0582624325075327,0.0769049364508689
1707,random,22,64,0.06767746413033458,0.0769049364508689
1707,random,23,56,0.07896620480103603,0.07896620480103603
1707,random,24,3,0.06245519469336211,0.07896620480103603
1707,random,25,2,0.07185555008674333,0.07896620480103603
1707,random,26,32,0.0713533002525767,0.07896620480103603
1707,random,27,7,0.07220470769314531,0.07896620480103603
1707,random,28,13,0.07606604162941677,0.07896620480103603
1707,random,29,34,0.06395842544612458,0.07896620480103603
1707,random,30,54,0.07214320336170882,0.07896620480103603
1707,random,31,15,0.0741095303135525,0.07896620480103603
1707,random,32,28,0.0650991265407764,0.07896620480103603
1707,greedy,1,0,0.07081611655054129,0.07081611655054129
1707,greedy,2,77,0.05803947327404139,0.07081611655054129
1707,greedy,3,36,0.06215218828496577,0.07081611655054129
1707,greedy,4,42,0.07121316087055835,0.07121316087055835
1707,greedy,5,72,0.07622757185409405,0.07622757185409405
1707,greedy,6,81,0.07354388410590433,0.07622757185409405
1707,greedy,7,2,0.07185555008674333,0.07622757185409405
1707,greedy,8,98,0.07015995467843328,0.07622757185409405
1707,greedy,9,108,0.07597723970765598,0.07622757185409405
1707,greedy,10,26,0.07077127668177158,0.07622757185409405
1707,greedy,11,62,0.07481981532549248,0.07622757185409405
1707,greedy,12,118,0.07579092188076943,0.07622757185409405
1707,greedy,13,14,0.07650963074055253,0.07650963074055253
1707,greedy,14,101,0.0737356581578301,0.07650963074055253
1707,greedy,15,75,0.07054258358601011,0.07650963074055253
1707,greedy,16,38,0.07553909704314832,0.07650963074055253
1707,greedy,17,68,0.07449735852213292,0.07650963074055253
1707,greedy,18,124,0.0701909043727761,0.07650963074055253
1707,greedy,19,56,0.07896620480103603,0.07896620480103603
1707,greedy,20,51,0.07444435037215044,0.07896620480103603
1707,greedy,21,87,0.07621760483499532,0.07896620480103603
1707,greedy,22,35,0.07381216079327081,0.07896620480103603
1707,greedy,23,94,0.0731569553734393,0.07896620480103603
1707,greedy,24,111,0.07071769305831503,0.07896620480103603
1707,greedy,25,71,0.07489797607325065,0.07896620480103603
1707,greedy,26,76,0.07002735313191738,0.07896620480103603
1707,greedy,27,69,0.07592829230445147,0.07896620480103603
1707,greedy,28,12,0.07107451988797228,0.07896620480103603
1707,greedy,29,93,0.07128853414304184,0.07896620480103603
1707,greedy,30,39,0.07498493665537354,0.07896620480103603
1707,greedy,31,58,0.07386765064439796,0.07896620480103603
1707,greedy,32,54,0.07214320336170882,0.07896620480103603
1707,bads,1,0,0.07081611655054129,0.07081611655054129
1707,bads,2,77,0.05803947327404139,0.07081611655054129
1707,bads,3,36,0.06215218828496577,0.07081611655054129
1707,bads,4,42,0.07121316087055835,0.07121316087055835
1707,bads,5,18,0.07159733300522642,0.07159733300522642
1707,bads,6,115,0.07334820681149543,0.07334820681149543
1707,bads,7,17,0.07841515768718471,0.07841515768718471
1707,bads,8,46,0.07592111416560349,0.07841515768718471
1707,bads,9,120,0.0746868627308459,0.07841515768718471
1707,bads,10,52,0.07597106143405771,0.07841515768718471
1707,bads,11,39,0.07498493665537354,0.07841515768718471
1707,bads,12,88,0.07005416522627794,0.07841515768718471
1707,bads,13,31,0.07016837183797522,0.07841515768718471
1707,bads,14,43,0.07743502726115666,0.07841515768718471
1707,bads,15,26,0.07077127668177158,0.07841515768718471
1707,bads,16,100,0.07497698711659571,0.07841515768718471
1707,bads,17,67,0.07237115999183012,0.07841515768718471
1707,bads,18,4,0.05960256018223681,0.07841515768718471
1707,bads,19,30,0.07320058405636509,0.07841515768718471
1707,bads,20,32,0.0713533002525767,0.07841515768718471
1707,bads,21,69,0.07592829230445147,0.07841515768718471
1707,bads,22,73,0.0768685489919717,0.07841515768718471
1707,bads,23,7,0.07220470769314531,0.07841515768718471
1707,bads,24,15,0.0741095303135525,0.07841515768718471
1707,bads,25,108,0.07597723970765598,0.07841515768718471
1707,bads,26,118,0.07579092188076943,0.07841515768718471
1707,bads,27,72,0.07622757185409405,0.07841515768718471
1707,bads,28,81,0.07354388410590433,0.07841515768718471
1707,bads,29,14,0.07650963074055253,0.07841515768718471
1707,bads,30,56,0.07896620480103603,0.07896620480103603
1707,bads,31,11,0.07656500004353534,0.07896620480103603
1707,bads,32,53,0.0769049364508689,0.07896620480103603
1708,catalog,1,0,0.06952002869656736,0.06952002869656736
1708,random,1,0,0.06952002869656736,0.06952002869656736
1708,random,2,97,0.05705307759177421,0.06952002869656736
1708,random,3,28,0.05638916685020548,0.06952002869656736
1708,random,4,87,0.07671049143667173,0.07671049143667173
1708,random,5,109,0.061948675227285574,0.07671049143667173
1708,random,6,26,0.06502226345880333,0.07671049143667173
1708,random,7,95,0.07160973076330704,0.07671049143667173
1708,random,8,83,0.06977280994457669,0.07671049143667173
1708,random,9,5,0.07681288769536429,0.07681288769536429
1708,random,10,27,0.07431773153323583,0.07681288769536429
1708,random,11,21,0.06210826097033766,0.07681288769536429
1708,random,12,65,0.077351971725431,0.077351971725431
1708,random,13,90,0.07063823271095135,0.077351971725431
1708,random,14,110,0.058890382750880946,0.077351971725431
1708,random,15,105,0.07096518377150618,0.077351971725431
1708,random,16,56,0.06489316999108408,0.077351971725431
1708,random,17,51,0.07412316543017936,0.077351971725431
1708,random,18,25,0.060683996979635085,0.077351971725431
1708,random,19,75,0.06542327774348057,0.077351971725431
1708,random,20,81,0.07268069641261048,0.077351971725431
1708,random,21,108,0.07063810614088664,0.077351971725431
1708,random,22,1,0.06426845817195528,0.077351971725431
1708,random,23,69,0.06540535220255148,0.077351971725431
1708,random,24,82,0.06437024350321288,0.077351971725431
1708,random,25,31,0.07632630742380407,0.077351971725431
1708,random,26,57,0.06833672655281756,0.077351971725431
1708,random,27,111,0.07318524211347163,0.077351971725431
1708,random,28,119,0.06082276821390216,0.077351971725431
1708,random,29,54,0.06440087613101259,0.077351971725431
1708,random,30,22,0.05977249704975392,0.077351971725431
1708,random,31,17,0.07480875194802845,0.077351971725431
1708,random,32,125,0.06625269062975184,0.077351971725431
1708,greedy,1,0,0.06952002869656736,0.06952002869656736
1708,greedy,2,97,0.05705307759177421,0.06952002869656736
1708,greedy,3,28,0.05638916685020548,0.06952002869656736
1708,greedy,4,87,0.07671049143667173,0.07671049143667173
1708,greedy,5,86,0.06770962474666531,0.07671049143667173
1708,greedy,6,5,0.07681288769536429,0.07681288769536429
1708,greedy,7,124,0.07262891649712681,0.07681288769536429
1708,greedy,8,96,0.07644916391999963,0.07681288769536429
1708,greedy,9,81,0.07268069641261048,0.07681288769536429
1708,greedy,10,61,0.07181695787994138,0.07681288769536429
1708,greedy,11,32,0.07080655381241896,0.07681288769536429
1708,greedy,12,38,0.07326438378164973,0.07681288769536429
1708,greedy,13,43,0.07795997553453463,0.07795997553453463
1708,greedy,14,77,0.06999854171779882,0.07795997553453463
1708,greedy,15,122,0.07592658286295233,0.07795997553453463
1708,greedy,16,92,0.07078685312919468,0.07795997553453463
1708,greedy,17,55,0.07295558180909012,0.07795997553453463
1708,greedy,18,60,0.07688562115419603,0.07795997553453463
1708,greedy,19,72,0.0708774923959105,0.07795997553453463
1708,greedy,20,103,0.07851490413037851,0.07851490413037851
1708,greedy,21,65,0.077351971725431,0.07851490413037851
1708,greedy,22,66,0.07337732770770175,0.07851490413037851
1708,greedy,23,17,0.07480875194802845,0.07851490413037851
1708,greedy,24,70,0.07358373414807076,0.07851490413037851
1708,greedy,25,91,0.07204984200265688,0.07851490413037851
1708,greedy,26,46,0.07793411495752865,0.07851490413037851
1708,greedy,27,80,0.07055940154150818,0.07851490413037851
1708,greedy,28,67,0.07578402587563993,0.07851490413037851
1708,greedy,29,10,0.06800365408840904,0.07851490413037851
1708,greedy,30,11,0.07250223191704516,0.07851490413037851
1708,greedy,31,79,0.07010243847198717,0.07851490413037851
1708,greedy,32,112,0.07269762633120956,0.07851490413037851
1708,bads,1,0,0.06952002869656736,0.06952002869656736
1708,bads,2,97,0.05705307759177421,0.06952002869656736
1708,bads,3,28,0.05638916685020548,0.06952002869656736
1708,bads,4,87,0.07671049143667173,0.07671049143667173
1708,bads,5,47,0.0761090647116014,0.07671049143667173
1708,bads,6,24,0.0724254441448691,0.07671049143667173
1708,bads,7,62,0.07681751357006834,0.07681751357006834
1708,bads,8,7,0.0743353406095186,0.07681751357006834
1708,bads,9,95,0.07160973076330704,0.07681751357006834
1708,bads,10,126,0.06403770602477869,0.07681751357006834
1708,bads,11,117,0.07529931376493383,0.07681751357006834
1708,bads,12,89,0.07105861264543045,0.07681751357006834
1708,bads,13,74,0.06995022612637741,0.07681751357006834
1708,bads,14,31,0.07632630742380407,0.07681751357006834
1708,bads,15,99,0.06257561114779744,0.07681751357006834
1708,bads,16,12,0.071048227304438,0.07681751357006834
1708,bads,17,46,0.07793411495752865,0.07793411495752865
1708,bads,18,43,0.07795997553453463,0.07795997553453463
1708,bads,19,65,0.077351971725431,0.07795997553453463
1708,bads,20,121,0.07267758870778523,0.07795997553453463
1708,bads,21,27,0.07431773153323583,0.07795997553453463
1708,bads,22,13,0.0736022400508452,0.07795997553453463
1708,bads,23,51,0.07412316543017936,0.07795997553453463
1708,bads,24,60,0.07688562115419603,0.07795997553453463
1708,bads,25,72,0.0708774923959105,0.07795997553453463
1708,bads,26,96,0.07644916391999963,0.07795997553453463
1708,bads,27,103,0.07851490413037851,0.07851490413037851
1708,bads,28,123,0.07573746807938656,0.07851490413037851
1708,bads,29,111,0.07318524211347163,0.07851490413037851
1708,bads,30,14,0.07417344646942126,0.07851490413037851
1708,bads,31,17,0.07480875194802845,0.07851490413037851
1708,bads,32,20,0.07530246084617295,0.07851490413037851
